timestamp,tag,value,unit,quality,alarm_state
2026-08-18T08:00:00,LT-101,56.543,%,GOOD,NORMAL
2026-08-18T08:00:00,LT-102,35.359,%,GOOD,NORMAL
2026-08-18T08:00:00,PT-101,3.2,bar,GOOD,NORMAL
2026-08-18T08:00:00,FT-101,47.455,m3/h,GOOD,NORMAL
2026-08-18T08:00:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:00:00,FV-101_POS,75.535,%,GOOD,NORMAL
2026-08-18T08:01:00,LT-101,56.671,%,GOOD,NORMAL
2026-08-18T08:01:00,LT-102,35.555,%,GOOD,NORMAL
2026-08-18T08:01:00,PT-101,3.255,bar,GOOD,NORMAL
2026-08-18T08:01:00,FT-101,47.406,m3/h,GOOD,NORMAL
2026-08-18T08:01:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:01:00,FV-101_POS,74.893,%,GOOD,NORMAL
2026-08-18T08:02:00,LT-101,56.403,%,GOOD,NORMAL
2026-08-18T08:02:00,LT-102,35.305,%,GOOD,NORMAL
2026-08-18T08:02:00,PT-101,3.178,bar,GOOD,NORMAL
2026-08-18T08:02:00,FT-101,48.567,m3/h,GOOD,NORMAL
2026-08-18T08:02:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:02:00,FV-101_POS,75.708,%,GOOD,NORMAL
2026-08-18T08:03:00,LT-101,56.396,%,GOOD,NORMAL
2026-08-18T08:03:00,LT-102,35.607,%,GOOD,NORMAL
2026-08-18T08:03:00,PT-101,3.253,bar,GOOD,NORMAL
2026-08-18T08:03:00,FT-101,48.12,m3/h,GOOD,NORMAL
2026-08-18T08:03:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:03:00,FV-101_POS,75.582,%,GOOD,NORMAL
2026-08-18T08:04:00,LT-101,56.699,%,GOOD,NORMAL
2026-08-18T08:04:00,LT-102,35.351,%,GOOD,NORMAL
2026-08-18T08:04:00,PT-101,3.242,bar,GOOD,NORMAL
2026-08-18T08:04:00,FT-101,48.179,m3/h,GOOD,NORMAL
2026-08-18T08:04:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:04:00,FV-101_POS,75.695,%,GOOD,NORMAL
2026-08-18T08:05:00,LT-101,56.826,%,GOOD,NORMAL
2026-08-18T08:05:00,LT-102,35.461,%,GOOD,NORMAL
2026-08-18T08:05:00,PT-101,3.257,bar,GOOD,NORMAL
2026-08-18T08:05:00,FT-101,48.328,m3/h,GOOD,NORMAL
2026-08-18T08:05:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:05:00,FV-101_POS,75.863,%,GOOD,NORMAL
2026-08-18T08:06:00,LT-101,56.729,%,GOOD,NORMAL
2026-08-18T08:06:00,LT-102,35.677,%,GOOD,NORMAL
2026-08-18T08:06:00,PT-101,3.249,bar,GOOD,NORMAL
2026-08-18T08:06:00,FT-101,48.296,m3/h,GOOD,NORMAL
2026-08-18T08:06:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:06:00,FV-101_POS,75.819,%,GOOD,NORMAL
2026-08-18T08:07:00,LT-101,56.696,%,GOOD,NORMAL
2026-08-18T08:07:00,LT-102,35.563,%,GOOD,NORMAL
2026-08-18T08:07:00,PT-101,3.273,bar,GOOD,NORMAL
2026-08-18T08:07:00,FT-101,48.643,m3/h,GOOD,NORMAL
2026-08-18T08:07:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:07:00,FV-101_POS,75.777,%,GOOD,NORMAL
2026-08-18T08:08:00,LT-101,56.631,%,GOOD,NORMAL
2026-08-18T08:08:00,LT-102,35.593,%,GOOD,NORMAL
2026-08-18T08:08:00,PT-101,3.245,bar,GOOD,NORMAL
2026-08-18T08:08:00,FT-101,48.471,m3/h,GOOD,NORMAL
2026-08-18T08:08:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:08:00,FV-101_POS,76.127,%,GOOD,NORMAL
2026-08-18T08:09:00,LT-101,56.686,%,GOOD,NORMAL
2026-08-18T08:09:00,LT-102,35.702,%,GOOD,NORMAL
2026-08-18T08:09:00,PT-101,3.262,bar,GOOD,NORMAL
2026-08-18T08:09:00,FT-101,48.83,m3/h,GOOD,NORMAL
2026-08-18T08:09:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:09:00,FV-101_POS,76.462,%,GOOD,NORMAL
2026-08-18T08:10:00,LT-101,56.703,%,GOOD,NORMAL
2026-08-18T08:10:00,LT-102,35.638,%,GOOD,NORMAL
2026-08-18T08:10:00,PT-101,3.22,bar,GOOD,NORMAL
2026-08-18T08:10:00,FT-101,48.934,m3/h,GOOD,NORMAL
2026-08-18T08:10:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:10:00,FV-101_POS,76.042,%,GOOD,NORMAL
2026-08-18T08:11:00,LT-101,56.553,%,GOOD,NORMAL
2026-08-18T08:11:00,LT-102,35.955,%,GOOD,NORMAL
2026-08-18T08:11:00,PT-101,3.256,bar,GOOD,NORMAL
2026-08-18T08:11:00,FT-101,48.28,m3/h,GOOD,NORMAL
2026-08-18T08:11:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:11:00,FV-101_POS,76.103,%,GOOD,NORMAL
